Filename,Cluster
127409 - Continia Software.txt,270
188662 - Waltonen Engineering.txt,199
19609 - Opinion Stage.txt,9
194759 - Zel Technologies.txt,479
158609 - AVT Simulation.txt,474
150011 - OneMarketData.txt,345
"150480 - Proxima Clinical Research, Inc..txt",85
135094 - OHO Interactive.txt,143
110010 - MetaCompliance.txt,3
178477 - Cornerstone Technologies International.txt,213
117747 - E-Drive Technology.txt,23
150011 - OneMarketData.txt,345
134994 - Stratix Corporation.txt,181
134259 - Pushnami.txt,328
"135240 - Darklight, Inc..txt",220
195087 - Rove.txt,338
100715 - AREM.txt,465
168201 - Grindstone.txt,111
153188 - Invoice Home.txt,358
212258 - Aviointeriors.txt,314
12516 - Iviso.txt,41
201102 - Fast Track.txt,98
114924 - Visit Group.txt,37
119784 - Calcasa.txt,218
150068 - Personnel Data Services Inc.txt,294
"180949 - Virtual Tech Gurus, Inc..txt",164
105432 - Xometry.txt,481
22232 - Orca Scan.txt,148
215374 - Softwarehut.txt,455
215374 - Softwarehut.txt,455
146952 - LiveGauge.txt,48
143741 - geoLOGIC.txt,315
136556 - Computronix.txt,472
222231 - MondayCoffee.txt,64
143774 - Quartet FS.txt,1
118034 - Artelys.txt,323
188650 - Austin Visuals 3D Animation Studio.txt,6
16130 - Shotgun.txt,95
210811 - Katarina.txt,459
106641 - ATTAbotics.txt,421
188650 - Austin Visuals 3D Animation Studio.txt,6
194759 - Zel Technologies.txt,479
224273 - Tachodata.txt,18
139582 - Stream Companies.txt,149
133142 - Viafoura.txt,50
"153694 - Cornet Technology, Inc..txt",226
24326 - TickX.txt,169
149269 - Docufree.txt,112
136519 - Veros.txt,140
152016 - American Auto Shield.txt,280
191327 - Glu Company.txt,399
107469 - Giftagram.txt,137
136859 - Fingercheck.txt,301
130525 - MGM Studios.txt,482
135853 - Biscom.txt,302
114188 - PeopleCert.txt,246
22232 - Orca Scan.txt,148
135477 - Pure App.txt,304
20354 - Vicarius.txt,-1
129844 - BizLibrary.txt,96
137292 - CMX (ComplianceMetrix).txt,194
186270 - Corning Museum of Glass.txt,136
141371 - Wanderly.txt,210
207039 - ProspectSoft.txt,182
113116 - Otodo.txt,416
110773 - ULTRA.txt,461
223442 - ethcon.txt,87
134259 - Pushnami.txt,328
193995 - Romet.txt,165
132528 - Rugs USA.txt,244
136859 - Fingercheck.txt,301
153188 - Invoice Home.txt,358
10164 - Proxi.txt,375
177083 - Sunrider.txt,106
171864 - Pethealth.txt,235
154651 - Examine.txt,11
130645 - simplehuman.txt,245
206217 - PXP Financial.txt,114
156888 - Applied Visions.txt,296
131051 - Bond Brand Loyalty.txt,320
119885 - Tedial.txt,42
153188 - Invoice Home.txt,358
115171 - Securecell.txt,53
135913 - Alaka'i.txt,63
217267 - cdmon.txt,385
145285 - Airstream.txt,356
116918 - Incomedia.txt,330
149376 - Chromatic.txt,175
107469 - Giftagram.txt,137
198141 - North Star Systems.txt,22
23465 - Smartr365.txt,335
135913 - Alaka'i.txt,63
149094 - Powerex.txt,178
125639 - XeniT.txt,43
116918 - Incomedia.txt,330
25333 - Everflow.txt,471
210811 - Katarina.txt,459
146802 - Savoya.txt,135
149269 - Docufree.txt,112
23086 - inCust.txt,357
150027 - Squeeze Massage.txt,190
210811 - Katarina.txt,459
141202 - Grio.txt,142
188662 - Waltonen Engineering.txt,199
152016 - American Auto Shield.txt,280
209098 - API Group.txt,168
154651 - Examine.txt,11
161959 - Advanced Medical Reviews.txt,201
107056 - Locketgo.txt,283
116409 - Jarvis Legal.txt,453
"161519 - Midrex Technologies, Inc..txt",129
117073 - Clinical Microbiomics.txt,265
139725 - Innovecs.txt,470
218129 - bmpi.txt,51
153588 - Pani Energy.txt,127
118352 - Navus.txt,227
111359 - Publitas.com.txt,367
206217 - PXP Financial.txt,114
244345 - IO Datasphere.txt,486
20267 - MaterialsZone.txt,30
209098 - API Group.txt,168
237327 - Bevilacqua Research Corporation.txt,185
210709 - NDA Regulatory Service GmbH.txt,108
"155920 - Smith, Bucklin & Associates.txt",61
150068 - Personnel Data Services Inc.txt,294
114924 - Visit Group.txt,37
114924 - Visit Group.txt,37
121895 - MedOne.txt,191
216651 - Winbiz.txt,444
15518 - LALALAB (ex Polagram).txt,291
"150480 - Proxima Clinical Research, Inc..txt",85
112914 - N&TS Group.txt,319
120616 - Login Consultants.txt,211
192665 - Solera National Bank.txt,266
110876 - Ascom Holding.txt,8
"150480 - Proxima Clinical Research, Inc..txt",85
134994 - Stratix Corporation.txt,181
212258 - Aviointeriors.txt,314
21903 - FarmaTrust.txt,339
177083 - Sunrider.txt,106
18368 - Murfy.txt,467
14162 - Allo-Media.txt,446
171864 - Pethealth.txt,235
105432 - Xometry.txt,481
150232 - X by 2.txt,252
136386 - Rand McNally.txt,133
214538 - CSD ENGINEERS.txt,-1
173740 - LifeWorx.txt,197
135041 - Technology Evaluation Centers.txt,476
164256 - Mecademic.txt,386
135863 - Yasso.txt,27
23086 - inCust.txt,357
136553 - Blue Orange Digital.txt,410
129016 - AccuWeather.txt,380
23518 - Calipsa.txt,105
132526 - ETF.com.txt,398
182885 - Red Arch Solutions.txt,389
24326 - TickX.txt,169
129844 - BizLibrary.txt,96
210297 - Trymax.txt,93
112892 - TenForce.txt,76
117747 - E-Drive Technology.txt,23
201102 - Fast Track.txt,98
133099 - Globalstar.txt,369
149221 - Amerisure Insurance.txt,350
112542 - ITinSell.txt,457
144553 - Clozd.txt,7
111591 - EveryMatrix.txt,71
194759 - Zel Technologies.txt,479
158609 - AVT Simulation.txt,474
"150480 - Proxima Clinical Research, Inc..txt",85
137905 - Outlook Amusements.txt,150
151052 - Deccan International.txt,166
106987 - CheckSammy.txt,163
138781 - OvalEdge.txt,415
123740 - eDoc solutions AG.txt,77
153588 - Pani Energy.txt,127
21872 - Argent.txt,298
141669 - Welbe.txt,196
145259 - The Sullivan Group.txt,329
164078 - MegaCorp Logistics.txt,-1
144553 - Clozd.txt,7
139790 - BCM One.txt,383
168270 - TurningPoint.txt,239
146210 - DATABASICS.txt,312
163905 - VERACITY CONSULTING.txt,325
10292 - Smart City System.txt,86
191389 - Heitmeyer Consulting.txt,92
140732 - MBX Systems.txt,382
168270 - TurningPoint.txt,239
155470 - Travelnet Solutions.txt,286
105328 - Schrodinger.txt,440
164496 - TownSuite Municipal Software.txt,261
"177786 - Nexus Technologies, Inc..txt",193
112415 - JobLogic.txt,458
129386 - TheVentureCity Growth Accelerator.txt,449
110876 - Ascom Holding.txt,8
197646 - Steel Reef Infrastructure.txt,130
154873 - Wheelhouse IT.txt,384
211467 - Seeders.txt,66
"161519 - Midrex Technologies, Inc..txt",129
114188 - PeopleCert.txt,246
141143 - Goliath Technologies.txt,292
137843 - Gimmal.txt,451
111591 - EveryMatrix.txt,71
196458 - Lincoln Electric System.txt,68
"155920 - Smith, Bucklin & Associates.txt",61
111359 - Publitas.com.txt,367
104640 - Aliro Technologies.txt,192
132054 - DocMagic.txt,311
108724 - Relay.txt,477
132114 - TrialCard.txt,408
119885 - Tedial.txt,42
135168 - CaseGlide.txt,284
132714 - Lender Price.txt,306
111161 - Zankyou.txt,407
"180949 - Virtual Tech Gurus, Inc..txt",164
139724 - The Maze Group.txt,342
216651 - Winbiz.txt,444
117899 - HolidayCheck Group.txt,57
21872 - Argent.txt,298
104640 - Aliro Technologies.txt,192
107360 - Artscape.txt,4
182885 - Red Arch Solutions.txt,389
103698 - KAL.txt,368
172292 - nGuard.txt,180
234563 - White Pants Agency.txt,174
113595 - Tripleplay.txt,447
135913 - Alaka'i.txt,63
140360 - Naologic.txt,274
131771 - Enzoic.txt,75
18246 - Upflow.txt,113
183170 - Omnimed.Com.txt,450
132970 - DeepIntent.txt,237
171145 - eVerge Group.txt,234
129686 - San Diego Padres.txt,257
179891 - CentrAlert.txt,272
143741 - geoLOGIC.txt,315
244404 - ISAM.txt,156
109376 - congatec.txt,109
194759 - Zel Technologies.txt,479
208072 - GTD.txt,429
178328 - CultureFit.txt,331
157599 - VolunteerHub.txt,97
106227 - Union Realtime LLC.txt,282
242834 - Power Plant Services.txt,123
213852 - DCM.txt,118
208502 - Kefron.txt,121
139424 - ChaiOne.txt,324
127141 - Scandio.txt,72
167998 - JobsMedia.txt,426
139424 - ChaiOne.txt,324
134994 - Stratix Corporation.txt,181
134451 - NaviStone.txt,309
12345 - contextflow.txt,83
210297 - Trymax.txt,93
134478 - GCM Grosvenor.txt,116
154873 - Wheelhouse IT.txt,384
10292 - Smart City System.txt,86
23465 - Smartr365.txt,335
129281 - Mindvalley.txt,419
172292 - nGuard.txt,180
134994 - Stratix Corporation.txt,181
139582 - Stream Companies.txt,149
192187 - Canadian Credit Union Association.txt,102
109867 - Orolia.txt,428
140275 - UEAT.io.txt,392
210709 - NDA Regulatory Service GmbH.txt,108
144553 - Clozd.txt,7
18820 - GenCell.txt,62
113116 - Otodo.txt,416
132526 - ETF.com.txt,398
179891 - CentrAlert.txt,272
191182 - Red Valve.txt,0
215374 - Softwarehut.txt,455
139564 - dpi.txt,377
132166 - SmartAction.txt,122
111104 - jacando.txt,59
18246 - Upflow.txt,113
153588 - Pani Energy.txt,127
132557 - Candela Medical.txt,376
152158 - Medicia Corporation.txt,262
15074 - New Generation SR.txt,448
139124 - Kodiak.txt,427
168270 - TurningPoint.txt,239
165199 - Jolera.txt,391
151914 - List Biological Laboratories.txt,255
208502 - Kefron.txt,121
119214 - EBP.txt,463
172292 - nGuard.txt,180
106903 - Optina Diagnostics.txt,354
126234 - Bristan.txt,352
120616 - Login Consultants.txt,211
208736 - twentysix.txt,336
244345 - IO Datasphere.txt,486
191327 - Glu Company.txt,399
111301 - Ascendance Flight Technologies.txt,269
110773 - ULTRA.txt,461
138781 - OvalEdge.txt,415
141427 - Healthesystems.txt,483
126234 - Bristan.txt,352
215585 - Gubra.txt,228
133099 - Globalstar.txt,369
225397 - wegewerk.txt,79
215374 - Softwarehut.txt,455
215134 - Sinara.txt,276
126134 - Neofonie Mobile GmbH.txt,24
112047 - Lemon Learning.txt,370
207039 - ProspectSoft.txt,182
134259 - Pushnami.txt,328
20178 - Air Doctor.txt,146
112914 - N&TS Group.txt,319
222231 - MondayCoffee.txt,64
111591 - EveryMatrix.txt,71
110010 - MetaCompliance.txt,3
145285 - Airstream.txt,356
111591 - EveryMatrix.txt,71
164496 - TownSuite Municipal Software.txt,261
224273 - Tachodata.txt,18
154716 - BioDot.txt,249
18368 - Murfy.txt,467
153588 - Pani Energy.txt,127
110947 - AutoForm Engineering.txt,20
108724 - Relay.txt,477
144054 - Firmatek.txt,405
110010 - MetaCompliance.txt,3
146802 - Savoya.txt,135
128928 - U.S. News & World Report.txt,-1
118352 - Navus.txt,227
115862 - Amido AB.txt,46
145285 - Airstream.txt,356
211538 - Postnova Analytics.txt,417
204840 - Harvey Norman.txt,364
132666 - HoMedics.txt,223
166560 - Avo Photonics.txt,167
190767 - DLZP Group.txt,134
179891 - CentrAlert.txt,272
139124 - Kodiak.txt,427
20354 - Vicarius.txt,-1
160338 - Kerr Consulting.txt,378
199396 - Seneca Holdings.txt,267
106641 - ATTAbotics.txt,421
170731 - Twin Rivers Technologies.txt,243
226952 - emtrion.txt,60
161371 - Lightology.txt,100
130726 - PersonalizationMall.com.txt,177
125805 - ECSPLICITE.txt,393
177880 - Marstudio.txt,138
114188 - PeopleCert.txt,246
170846 - TESCRA.txt,351
22116 - CoinShares.txt,139
132526 - ETF.com.txt,398
219156 - Skylife Engineering.txt,411
10164 - Proxi.txt,375
198141 - North Star Systems.txt,22
143774 - Quartet FS.txt,1
129844 - BizLibrary.txt,96
135863 - Yasso.txt,27
132054 - DocMagic.txt,311
138396 - Canfield Scientific.txt,198
129686 - San Diego Padres.txt,257
200666 - Streampoint Solutions Inc..txt,290
208736 - twentysix.txt,336
138781 - OvalEdge.txt,415
127389 - Immeo.txt,13
210974 - AMIS.txt,225
173671 - Pierce Washington Consulting.txt,293
118798 - Yatta.txt,456
211703 - Portima.txt,343
210061 - oXya.txt,400
134478 - GCM Grosvenor.txt,116
23600 - Good Sixty.txt,217
139286 - Montrium.txt,258
113899 - Ubiwhere.txt,288
127409 - Continia Software.txt,270
136386 - Rand McNally.txt,133
110876 - Ascom Holding.txt,8
131731 - American Association for Cancer Research.txt,432
119307 - DSIT.txt,52
139725 - Innovecs.txt,470
136140 - Feenics.txt,279
161371 - Lightology.txt,100
153188 - Invoice Home.txt,358
110010 - MetaCompliance.txt,3
137292 - CMX (ComplianceMetrix).txt,194
145259 - The Sullivan Group.txt,329
145784 - Dorado Software.txt,203
173671 - Pierce Washington Consulting.txt,293
127389 - Immeo.txt,13
19656 - Sensority.txt,58
131731 - American Association for Cancer Research.txt,432
158245 - Cloud for Good.txt,299
237802 - Volant Products.txt,21
117747 - E-Drive Technology.txt,23
18820 - GenCell.txt,62
130456 - IdeaScale.txt,256
139124 - Kodiak.txt,427
210974 - AMIS.txt,225
177083 - Sunrider.txt,106
136457 - Mariner.txt,25
234563 - White Pants Agency.txt,174
17281 - Gens de Confiance.txt,-1
135477 - Pure App.txt,304
223442 - ethcon.txt,87
14516 - Amplitude Studios.txt,396
212258 - Aviointeriors.txt,314
130456 - IdeaScale.txt,256
210709 - NDA Regulatory Service GmbH.txt,108
210974 - AMIS.txt,225
135454 - RocketFuel.txt,90
200299 - Threat Tec.txt,401
135913 - Alaka'i.txt,63
137905 - Outlook Amusements.txt,150
145869 - Healthcare IT Leaders.txt,251
173671 - Pierce Washington Consulting.txt,293
164256 - Mecademic.txt,386
232290 - Quadrint.txt,469
145869 - Healthcare IT Leaders.txt,251
140732 - MBX Systems.txt,382
22826 - Acurable.txt,475
153671 - Structure Studios.txt,31
"161519 - Midrex Technologies, Inc..txt",129
136140 - Feenics.txt,279
161371 - Lightology.txt,100
"157957 - Cambridge Investment Research, Inc..txt",437
191327 - Glu Company.txt,399
21266 - Clym.txt,155
216000 - VISUAL ENGINEERING.txt,247
120114 - CreditForce.txt,131
106546 - Miovision Technologies.txt,310
135863 - Yasso.txt,27
146952 - LiveGauge.txt,48
141371 - Wanderly.txt,210
117090 - Actonomy.txt,126
113116 - Otodo.txt,416
110947 - AutoForm Engineering.txt,20
145285 - Airstream.txt,356
134451 - NaviStone.txt,309
130525 - MGM Studios.txt,482
139412 - Certified Languages International.txt,89
134950 - Wheaton Van Lines.txt,404
182201 - Noise Digital.txt,337
151502 - Eventide.txt,278
141143 - Goliath Technologies.txt,292
194264 - GPL Technologies.txt,445
12131 - Polyteia.txt,49
113203 - WIRIS.txt,395
182201 - Noise Digital.txt,337
176542 - Vienna Beef.txt,103
23600 - Good Sixty.txt,217
139582 - Stream Companies.txt,149
139124 - Kodiak.txt,427
134631 - Folio3 Software.txt,273
129497 - Maropost.txt,39
172832 - LTVPlus.txt,300
129882 - Alexa.com.txt,484
113203 - WIRIS.txt,395
25331 - Cognism.txt,263
132970 - DeepIntent.txt,237
161252 - Searchbloom.txt,151
135041 - Technology Evaluation Centers.txt,476
239168 - LGM.txt,413
142748 - IntelliChief.txt,124
137588 - Gradelink.txt,277
112826 - Avantgarde.txt,388
128139 - CBrain.txt,12
170846 - TESCRA.txt,351
113194 - SONAH GmbH.txt,45
129065 - BARK.txt,5
178477 - Cornerstone Technologies International.txt,213
210709 - NDA Regulatory Service GmbH.txt,108
16921 - Get.txt,285
164496 - TownSuite Municipal Software.txt,261
183522 - Translational Drug Development.txt,264
182885 - Red Arch Solutions.txt,389
131656 - Leap Gaming.txt,26
176067 - Strategis.txt,147
139564 - dpi.txt,377
110571 - AutoRek.txt,189
18397 - himydata.txt,466
144553 - Clozd.txt,7
15931 - Lydia.txt,468
105137 - Icosavax.txt,260
164078 - MegaCorp Logistics.txt,-1
167683 - Hook Agency.txt,154
213337 - Oderland Webbhotell.txt,36
20178 - Air Doctor.txt,146
167683 - Hook Agency.txt,154
199396 - Seneca Holdings.txt,267
168201 - Grindstone.txt,111
19656 - Sensority.txt,58
131656 - Leap Gaming.txt,26
142883 - CaptureRx.txt,19
163994 - Corrisoft.txt,145
132557 - Candela Medical.txt,376
135477 - Pure App.txt,304
16921 - Get.txt,285
110010 - MetaCompliance.txt,3
130645 - simplehuman.txt,245
11655 - Next Kraftwerke GmbH.txt,40
21266 - Clym.txt,155
23518 - Calipsa.txt,105
178328 - CultureFit.txt,331
251635 - Stanfield's.txt,14
149376 - Chromatic.txt,175
113678 - BUFF.txt,297
204896 - SteelSeries.txt,439
161999 - TicToc Games.txt,28
136016 - Centric Consulting.txt,91
179891 - CentrAlert.txt,272
140275 - UEAT.io.txt,392
16130 - Shotgun.txt,95
194759 - Zel Technologies.txt,479
141143 - Goliath Technologies.txt,292
20267 - MaterialsZone.txt,30
"155920 - Smith, Bucklin & Associates.txt",61
210061 - oXya.txt,400
14162 - Allo-Media.txt,446
106903 - Optina Diagnostics.txt,354
139424 - ChaiOne.txt,324
224273 - Tachodata.txt,18
111359 - Publitas.com.txt,367
126134 - Neofonie Mobile GmbH.txt,24
244345 - IO Datasphere.txt,486
"135240 - Darklight, Inc..txt",220
113595 - Tripleplay.txt,447
154651 - Examine.txt,11
"155920 - Smith, Bucklin & Associates.txt",61
191389 - Heitmeyer Consulting.txt,92
109988 - Parkopedia.txt,362
141202 - Grio.txt,142
20267 - MaterialsZone.txt,30
138396 - Canfield Scientific.txt,198
204826 - WorldFirst.txt,271
138743 - PGIM Fixed Income.txt,233
135094 - OHO Interactive.txt,143
119484 - Imprint Social.txt,409
143741 - geoLOGIC.txt,315
131771 - Enzoic.txt,75
109376 - congatec.txt,109
109867 - Orolia.txt,428
193995 - Romet.txt,165
135094 - OHO Interactive.txt,143
157599 - VolunteerHub.txt,97
120616 - Login Consultants.txt,211
151502 - Eventide.txt,278
187930 - ESTI Consulting Services.txt,141
210811 - Katarina.txt,459
130536 - Fastcase.txt,44
149221 - Amerisure Insurance.txt,350
215374 - Softwarehut.txt,455
240408 - Columbia Advisory Group.txt,371
151914 - List Biological Laboratories.txt,255
134865 - DocuPhase.txt,125
134451 - NaviStone.txt,309
130456 - IdeaScale.txt,256
210297 - Trymax.txt,93
141371 - Wanderly.txt,210
132714 - Lender Price.txt,306
21148 - Konsentus.txt,295
130645 - simplehuman.txt,245
140732 - MBX Systems.txt,382
142883 - CaptureRx.txt,19
156247 - Fortress Building Products.txt,241
138396 - Canfield Scientific.txt,198
129281 - Mindvalley.txt,419
11655 - Next Kraftwerke GmbH.txt,40
16921 - Get.txt,285
121794 - Campion Insurance.txt,15
204840 - Harvey Norman.txt,364
167982 - Magna-Power Electronics.txt,348
195087 - Rove.txt,338
129016 - AccuWeather.txt,380
24326 - TickX.txt,169
108644 - Crowdlinker.txt,84
120616 - Login Consultants.txt,211
133142 - Viafoura.txt,50
176542 - Vienna Beef.txt,103
126629 - Munisense.txt,208
146802 - Savoya.txt,135
120114 - CreditForce.txt,131
176475 - The Kenjya-Trusant Group.txt,372
153671 - Structure Studios.txt,31
21148 - Konsentus.txt,295
131208 - Sora.txt,334
200933 - Bursting Silver.txt,321
160386 - Infiltrator Water Technologies.txt,231
168149 - Bioinformatics Solutions Inc.txt,110
153671 - Structure Studios.txt,31
145583 - TechBlocks.txt,161
140732 - MBX Systems.txt,382
137395 - ClimateAI.txt,355
193995 - Romet.txt,165
193995 - Romet.txt,165
177083 - Sunrider.txt,106
192187 - Canadian Credit Union Association.txt,102
132714 - Lender Price.txt,306
129065 - BARK.txt,5
22341 - MyPocketSkill.txt,207
193647 - NexTalk.txt,359
112415 - JobLogic.txt,458
145558 - Janeiro Digital.txt,33
120114 - CreditForce.txt,131
157599 - VolunteerHub.txt,97
145558 - Janeiro Digital.txt,33
155805 - seoplus+.txt,153
132166 - SmartAction.txt,122
137843 - Gimmal.txt,451
132166 - SmartAction.txt,122
112826 - Avantgarde.txt,388
153223 - Synergy Resources.txt,379
113194 - SONAH GmbH.txt,45
224168 - ALIUSENERGY.txt,224
192665 - Solera National Bank.txt,266
127141 - Scandio.txt,72
210709 - NDA Regulatory Service GmbH.txt,108
150450 - iGPS.txt,460
113685 - AP Sensing.txt,35
190293 - IT Pros.txt,403
17221 - Brigad.txt,462
143991 - Credigy Solutions.txt,232
119846 - Sauermann Industrie S.A.txt,441
200933 - Bursting Silver.txt,321
139412 - Certified Languages International.txt,89
138185 - Azazie.txt,222
112047 - Lemon Learning.txt,370
136386 - Rand McNally.txt,133
114996 - Preventx.txt,157
141202 - Grio.txt,142
10164 - Proxi.txt,375
151321 - Cenero.txt,424
139412 - Certified Languages International.txt,89
136016 - Centric Consulting.txt,91
114924 - Visit Group.txt,37
"150480 - Proxima Clinical Research, Inc..txt",85
165737 - GeoStabilization International.txt,99
114924 - Visit Group.txt,37
132166 - SmartAction.txt,122
21903 - FarmaTrust.txt,339
17281 - Gens de Confiance.txt,-1
24326 - TickX.txt,169
112892 - TenForce.txt,76
215374 - Softwarehut.txt,455
108309 - mappedin.txt,322
151914 - List Biological Laboratories.txt,255
129497 - Maropost.txt,39
131771 - Enzoic.txt,75
191389 - Heitmeyer Consulting.txt,92
177083 - Sunrider.txt,106
171864 - Pethealth.txt,235
210297 - Trymax.txt,93
161252 - Searchbloom.txt,151
"180949 - Virtual Tech Gurus, Inc..txt",164
129065 - BARK.txt,5
135041 - Technology Evaluation Centers.txt,476
102588 - Urbasolar.txt,433
173671 - Pierce Washington Consulting.txt,293
19609 - Opinion Stage.txt,9
131051 - Bond Brand Loyalty.txt,320
110773 - ULTRA.txt,461
107469 - Giftagram.txt,137
145558 - Janeiro Digital.txt,33
205166 - PayZen.txt,188
"150480 - Proxima Clinical Research, Inc..txt",85
224152 - Paranor AG.txt,65
123740 - eDoc solutions AG.txt,77
168149 - Bioinformatics Solutions Inc.txt,110
210709 - NDA Regulatory Service GmbH.txt,108
10164 - Proxi.txt,375
118034 - Artelys.txt,323
132528 - Rugs USA.txt,244
10292 - Smart City System.txt,86
164739 - MASV.io.txt,374
237802 - Volant Products.txt,21
116977 - Sorgente Natura.txt,308
224273 - Tachodata.txt,18
163905 - VERACITY CONSULTING.txt,325
105328 - Schrodinger.txt,440
135168 - CaseGlide.txt,284
129497 - Maropost.txt,39
173671 - Pierce Washington Consulting.txt,293
"155920 - Smith, Bucklin & Associates.txt",61
134631 - Folio3 Software.txt,273
"141085 - Aqueduct Technologies, Inc..txt",431
141202 - Grio.txt,142
161371 - Lightology.txt,100
215134 - Sinara.txt,276
113116 - Otodo.txt,416
100715 - AREM.txt,465
11651 - The Mobility House.txt,69
158609 - AVT Simulation.txt,474
161252 - Searchbloom.txt,151
188662 - Waltonen Engineering.txt,199
107360 - Artscape.txt,4
132526 - ETF.com.txt,398
238143 - Toogood Financial Systems.txt,186
222231 - MondayCoffee.txt,64
15518 - LALALAB (ex Polagram).txt,291
23518 - Calipsa.txt,105
200933 - Bursting Silver.txt,321
164458 - Software Next Door.txt,452
128877 - LastPass.txt,373
200933 - Bursting Silver.txt,321
204840 - Harvey Norman.txt,364
196193 - Rfid Canada.txt,430
139065 - Three Five Two.txt,349
142883 - CaptureRx.txt,19
116409 - Jarvis Legal.txt,453
167998 - JobsMedia.txt,426
131771 - Enzoic.txt,75
23518 - Calipsa.txt,105
141371 - Wanderly.txt,210
141202 - Grio.txt,142
113203 - WIRIS.txt,395
134865 - DocuPhase.txt,125
204826 - WorldFirst.txt,271
18368 - Murfy.txt,467
130726 - PersonalizationMall.com.txt,177
167683 - Hook Agency.txt,154
106365 - Saleor Commerce.txt,313
107360 - Artscape.txt,4
210297 - Trymax.txt,93
14516 - Amplitude Studios.txt,396
151052 - Deccan International.txt,166
150011 - OneMarketData.txt,345
164458 - Software Next Door.txt,452
131208 - Sora.txt,334
209880 - Koninklijke De Kuyper.txt,173
22341 - MyPocketSkill.txt,207
188662 - Waltonen Engineering.txt,199
154651 - Examine.txt,11
113595 - Tripleplay.txt,447
103698 - KAL.txt,368
109867 - Orolia.txt,428
163534 - Vertic.txt,344
112542 - ITinSell.txt,457
156878 - Prospect 33.txt,176
145285 - Airstream.txt,356
238143 - Toogood Financial Systems.txt,186
109376 - congatec.txt,109
208736 - twentysix.txt,336
191327 - Glu Company.txt,399
211703 - Portima.txt,343
121122 - ANP.txt,212
131771 - Enzoic.txt,75
139790 - BCM One.txt,383
127141 - Scandio.txt,72
106365 - Saleor Commerce.txt,313
213852 - DCM.txt,118
25338 - Hummingbird Technologies.txt,316
116918 - Incomedia.txt,330
25331 - Cognism.txt,263
176067 - Strategis.txt,147
232290 - Quadrint.txt,469
150068 - Personnel Data Services Inc.txt,294
172832 - LTVPlus.txt,300
134664 - Clarity Software Solutions.txt,480
134994 - Stratix Corporation.txt,181
110246 - Stockopedia.txt,365
130726 - PersonalizationMall.com.txt,177
151914 - List Biological Laboratories.txt,255
190293 - IT Pros.txt,403
145259 - The Sullivan Group.txt,329
177083 - Sunrider.txt,106
133099 - Globalstar.txt,369
229768 - Saskatchewan Research Council.txt,128
129016 - AccuWeather.txt,380
145259 - The Sullivan Group.txt,329
130726 - PersonalizationMall.com.txt,177
135168 - CaseGlide.txt,284
173740 - LifeWorx.txt,197
217512 - Klubmodul.txt,17
135094 - OHO Interactive.txt,143
20267 - MaterialsZone.txt,30
106987 - CheckSammy.txt,163
145285 - Airstream.txt,356
131731 - American Association for Cancer Research.txt,432
135913 - Alaka'i.txt,63
200299 - Threat Tec.txt,401
199396 - Seneca Holdings.txt,267
131158 - Fulfil.IO.txt,183
134631 - Folio3 Software.txt,273
251635 - Stanfield's.txt,14
119846 - Sauermann Industrie S.A.txt,441
127141 - Scandio.txt,72
151502 - Eventide.txt,278
149221 - Amerisure Insurance.txt,350
210974 - AMIS.txt,225
126629 - Munisense.txt,208
20456 - Wizer.Me.txt,409
131051 - Bond Brand Loyalty.txt,320
116918 - Incomedia.txt,330
115171 - Securecell.txt,53
213184 - Your Golf Travel.txt,438
210297 - Trymax.txt,93
127389 - Immeo.txt,13
138781 - OvalEdge.txt,415
114924 - Visit Group.txt,37
"155920 - Smith, Bucklin & Associates.txt",61
120114 - CreditForce.txt,131
211467 - Seeders.txt,66
135913 - Alaka'i.txt,63
167998 - JobsMedia.txt,426
218252 - Nazaries IT.txt,387
145583 - TechBlocks.txt,161
137588 - Gradelink.txt,277
149376 - Chromatic.txt,175
131051 - Bond Brand Loyalty.txt,320
134994 - Stratix Corporation.txt,181
135913 - Alaka'i.txt,63
"180949 - Virtual Tech Gurus, Inc..txt",164
188662 - Waltonen Engineering.txt,199
164458 - Software Next Door.txt,452
126275 - Xantaro.txt,55
112542 - ITinSell.txt,457
186270 - Corning Museum of Glass.txt,136
12516 - Iviso.txt,41
114627 - Claromentis.txt,317
242834 - Power Plant Services.txt,123
109376 - congatec.txt,109
156878 - Prospect 33.txt,176
132666 - HoMedics.txt,223
178477 - Cornerstone Technologies International.txt,213
131208 - Sora.txt,334
137292 - CMX (ComplianceMetrix).txt,194
162506 - Planit.txt,347
25331 - Cognism.txt,263
16310 - Sim&Cure.txt,420
146952 - LiveGauge.txt,48
117595 - Dive.txt,204
151052 - Deccan International.txt,166
128139 - CBrain.txt,12
114188 - PeopleCert.txt,246
139424 - ChaiOne.txt,324
112864 - Geeks.txt,397
164229 - Canada Health Infoway.txt,363
19656 - Sensority.txt,58
191182 - Red Valve.txt,0
111340 - Centra.txt,442
164256 - Mecademic.txt,386
118798 - Yatta.txt,456
113116 - Otodo.txt,416
102173 - MyBuilder.txt,202
167982 - Magna-Power Electronics.txt,348
161371 - Lightology.txt,100
111104 - jacando.txt,59
132114 - TrialCard.txt,408
113595 - Tripleplay.txt,447
111359 - Publitas.com.txt,367
158609 - AVT Simulation.txt,474
127389 - Immeo.txt,13
145784 - Dorado Software.txt,203
213852 - DCM.txt,118
230064 - MadDog Technology.txt,332
